name	word	n	tf	idf	tf_idf
Shake Shack	shack	17	0.026194144838212600	1.6094379124341000	0.04215784978640940
Five Guys	peanut	31	0.010685970355050000	1.6094379124341000	0.017198405820564300
Burger King	whopper	27	0.00605245460659045	1.6094379124341000	0.009741049907133090
Five Guys	cajun	11	0.003791795932437090	1.6094379124341000	0.006102660129877660
Wendy's	wendi	161	0.025776496958053200	0.22314355131421000	0.005751859071659910
Shake Shack	buzzer	2	0.0030816640986132500	1.6094379124341000	0.004959747033695220
Shake Shack	creami	2	0.0030816640986132500	1.6094379124341000	0.004959747033695220
Shake Shack	neatli	2	0.0030816640986132500	1.6094379124341000	0.004959747033695220
Shake Shack	shroom	2	0.0030816640986132500	1.6094379124341000	0.004959747033695220
Shake Shack	signatur	2	0.0030816640986132500	1.6094379124341000	0.004959747033695220
Shake Shack	spaciou	2	0.0030816640986132500	1.6094379124341000	0.004959747033695220
Shake Shack	splurg	2	0.0030816640986132500	1.6094379124341000	0.004959747033695220
Wendy's	drive	128	0.020493115593980100	0.22314355131421000	0.004572906591133340
McDonald's	window	97	0.008878718535469110	0.5108256237659910	0.00453547693412367
Shake Shack	cheesi	3	0.004622496147919880	0.9162907318741550	0.004235550378462970
McDonald's	drive	202	0.018489702517162500	0.22314355131421000	0.004125857882422920
Five Guys	gluten	7	0.002412961047914510	1.6094379124341000	0.0038835109917403300
Wendy's	rude	42	0.0067243035542747400	0.5108256237659910	0.00343494655750426
Wendy's	window	41	0.006564201088696770	0.5108256237659910	0.0033531621156589200
Burger King	drive	63	0.014122394082044400	0.22314355131421000	0.0031513211685261600
Shake Shack	3.5	2	0.0030816640986132500	0.9162907318741550	0.0028237002523086400
Shake Shack	anticip	2	0.0030816640986132500	0.9162907318741550	0.0028237002523086400
Shake Shack	buzz	2	0.0030816640986132500	0.9162907318741550	0.0028237002523086400
Shake Shack	credit	2	0.0030816640986132500	0.9162907318741550	0.0028237002523086400
Shake Shack	dessert	2	0.0030816640986132500	0.9162907318741550	0.0028237002523086400
Shake Shack	hopkin	2	0.0030816640986132500	0.9162907318741550	0.0028237002523086400
Shake Shack	thick	2	0.0030816640986132500	0.9162907318741550	0.0028237002523086400
Five Guys	veggi	5	0.001723543605653220	1.6094379124341000	0.0027739364226716700
Shake Shack	downtown	8	0.012326656394453000	0.22314355131421000	0.002750613883688260
McDonald's	rude	57	0.0052173913043478300	0.5108256237659910	0.0026651771674747300
Burger King	nugget	23	0.0051557946648733500	0.5108256237659910	0.002633712025693290
McDonald's	pounder	17	0.0015560640732265400	1.6094379124341000	0.002504388513627430
Shake Shack	5.89	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	alongsid	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	arcad	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	blend	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	busier	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	butterfli	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	cheapest	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	checkout	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	cookout	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	crinkl	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	e9	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	edit	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	elev	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	enjoy	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	flight	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	garag	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	gargantuan	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	genuin	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	gigant	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	gooei	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	hershei	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	lover	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	mayyb	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	minimalist	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	ny	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	ouch	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	potbelli	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	privat	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	profil	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	relish	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	setup	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	shackburg	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	sliiightli	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	smokeshack	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	sorceri	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	standalon	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	stretch	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	suprem	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	thr	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	traffick	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	traine	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	underneath	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	valid	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	verdict	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	vibe	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	weirdli	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	welcom	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	woodwork	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
Shake Shack	zip	1	0.0015408320493066300	1.6094379124341000	0.002479873516847610
McDonald's	pull	53	0.004851258581235700	0.5108256237659910	0.0024781471908098400
Wendy's	pull	30	0.004803073967339100	0.5108256237659910	0.002453533255360190
Burger King	pull	21	0.004707464694014800	0.5108256237659910	0.0024046935886764900
Shake Shack	airport	3	0.004622496147919880	0.5108256237659910	0.0023612894781170600
Shake Shack	strawberri	3	0.004622496147919880	0.5108256237659910	0.0023612894781170600
Shake Shack	tasti	3	0.004622496147919880	0.5108256237659910	0.0023612894781170600
McDonald's	mcmuffin	16	0.0014645308924485100	1.6094379124341000	0.002357071542237580
McDonald's	quarter	16	0.0014645308924485100	1.6094379124341000	0.002357071542237580
Wendy's	dave	9	0.001440922190201730	1.6094379124341000	0.0023190748017782400
Five Guys	alwai	29	0.009996552912788690	0.22314355131421000	0.002230666317860080
Five Guys	dig	4	0.0013788348845225800	1.6094379124341000	0.0022191491381373300
Five Guys	jalapeño	4	0.0013788348845225800	1.6094379124341000	0.0022191491381373300
Five Guys	liver	4	0.0013788348845225800	1.6094379124341000	0.0022191491381373300
